Name,Kauffman,Kauffman (vector),Symmetry Type
12n_468,(-3*a^(-4)-6*a^(-2)-2)*z^(0)+ (-a^(-7)+ 3*a^(-5)+ 8*a^(-3)+ 5*a^(-1)-a^3)*z^(1)+ (-4*a^(-6)+ 7*a^(-4)+ 21*a^(-2)+ 8-2*a^2)*z^(2)+ (6*a^(-7)-10*a^(-5)-28*a^(-3)-14*a^(-1)-a+ a^3)*z^(3)+ (13*a^(-6)-7*a^(-4)-29*a^(-2)-7+ 2*a^2)*z^(4)+ (-5*a^(-7)+ 15*a^(-5)+ 31*a^(-3)+ 13*a^(-1)+ 2*a)*z^(5)+ (-10*a^(-6)+ 5*a^(-4)+ 18*a^(-2)+ 3)*z^(6)+ (a^(-7)-10*a^(-5)-16*a^(-3)-5*a^(-1))*z^(7)+ (2*a^(-6)-4*a^(-4)-6*a^(-2))*z^(8)+ (2*a^(-5)+ 3*a^(-3)+ a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-4; 0; -3; 0; -6; 0; -2]; [-7; 3; -1; 0; 3; 0; 8; 0; 5; 0; 0; 0; -1]; [-6; 2; -4; 0; 7; 0; 21; 0; 8; 0; -2]; [-7; 3; 6; 0; -10; 0; -28; 0; -14; 0; -1; 0; 1]; [-6; 2; 13; 0; -7; 0; -29; 0; -7; 0; 2]; [-7; 1; -5; 0; 15; 0; 31; 0; 13; 0; 2]; [-6; 0; -10; 0; 5; 0; 18; 0; 3]; [-7; -1; 1; 0; -10; 0; -16; 0; -5]; [-6; -2; 2; 0; -4; 0; -6]; [-5; -1; 2; 0; 3; 0; 1]; [-4; -2; 1; 0; 1]],reversible
12n_469,(a^2+ 3*a^4-a^6-2*a^8)*z^(0)+ (-a-a^3+ 3*a^5+ 9*a^7+ 4*a^9-2*a^11)*z^(1)+ (-3*a^2-8*a^4+ 3*a^6+ 5*a^8-3*a^10)*z^(2)+ (a+ 4*a^3-12*a^5-30*a^7-8*a^9+ 7*a^11)*z^(3)+ (3*a^2+ 12*a^4-6*a^6-4*a^8+ 11*a^10)*z^(4)+ (-a^3+ 14*a^5+ 30*a^7+ 10*a^9-5*a^11)*z^(5)+ (-6*a^4+ 3*a^6-9*a^10)*z^(6)+ (a^3-7*a^5-17*a^7-8*a^9+ a^11)*z^(7)+ (2*a^4-2*a^6-2*a^8+ 2*a^10)*z^(8)+ (2*a^5+ 4*a^7+ 2*a^9)*z^(9)+ (a^6+ a^8)*z^(10),[0; 10; [2; 8; 1; 0; 3; 0; -1; 0; -2]; [1; 11; -1; 0; -1; 0; 3; 0; 9; 0; 4; 0; -2]; [2; 10; -3; 0; -8; 0; 3; 0; 5; 0; -3]; [1; 11; 1; 0; 4; 0; -12; 0; -30; 0; -8; 0; 7]; [2; 10; 3; 0; 12; 0; -6; 0; -4; 0; 11]; [3; 11; -1; 0; 14; 0; 30; 0; 10; 0; -5]; [4; 10; -6; 0; 3; 0; 0; 0; -9]; [3; 11; 1; 0; -7; 0; -17; 0; -8; 0; 1]; [4; 10; 2; 0; -2; 0; -2; 0; 2]; [5; 9; 2; 0; 4; 0; 2]; [6; 8; 1; 0; 1]],reversible
12n_470,(-a^(-6)-a^(-4)+ a^(-2)+ 2)*z^(0)+ (3*a^(-7)+ 5*a^(-5)+ 3*a^(-3)+ a^(-1))*z^(1)+ (-6*a^(-8)-2*a^(-6)+ 4*a^(-4)-6*a^(-2)-5+ a^2)*z^(2)+ (-16*a^(-7)-18*a^(-5)-7*a^(-3)-3*a^(-1)+ 2*a)*z^(3)+ (11*a^(-8)+ 10*a^(-6)+ a^(-4)+ 6*a^(-2)+ 4)*z^(4)+ (23*a^(-7)+ 30*a^(-5)+ 7*a^(-3))*z^(5)+ (-6*a^(-8)-3*a^(-6)-3*a^(-4)-6*a^(-2))*z^(6)+ (-12*a^(-7)-20*a^(-5)-7*a^(-3)+ a^(-1))*z^(7)+ (a^(-8)-3*a^(-6)-2*a^(-4)+ 2*a^(-2))*z^(8)+ (2*a^(-7)+ 4*a^(-5)+ 2*a^(-3))*z^(9)+ (a^(-6)+ a^(-4))*z^(10),[0; 10; [-6; 0; -1; 0; -1; 0; 1; 0; 2]; [-7; -1; 3; 0; 5; 0; 3; 0; 1]; [-8; 2; -6; 0; -2; 0; 4; 0; -6; 0; -5; 0; 1]; [-7; 1; -16; 0; -18; 0; -7; 0; -3; 0; 2]; [-8; 0; 11; 0; 10; 0; 1; 0; 6; 0; 4]; [-7; -3; 23; 0; 30; 0; 7]; [-8; -2; -6; 0; -3; 0; -3; 0; -6]; [-7; -1; -12; 0; -20; 0; -7; 0; 1]; [-8; -2; 1; 0; -3; 0; -2; 0; 2]; [-7; -3; 2; 0; 4; 0; 2]; [-6; -4; 1; 0; 1]],reversible
12n_471,(a^(-6)+ a^(-4)-a^(-2))*z^(0)+ (-2*a^(-7)+ 6*a^(-3)+ 6*a^(-1)+ 2*a)*z^(1)+ (a^(-8)-6*a^(-6)-7*a^(-4)+ 5*a^(-2)+ 5)*z^(2)+ (-2*a^(-9)+ 8*a^(-7)-25*a^(-3)-18*a^(-1)-3*a)*z^(3)+ (-6*a^(-8)+ 14*a^(-6)+ 13*a^(-4)-15*a^(-2)-8)*z^(4)+ (a^(-9)-12*a^(-7)+ 6*a^(-5)+ 31*a^(-3)+ 13*a^(-1)+ a)*z^(5)+ (3*a^(-8)-13*a^(-6)-6*a^(-4)+ 13*a^(-2)+ 3)*z^(6)+ (5*a^(-7)-6*a^(-5)-15*a^(-3)-4*a^(-1))*z^(7)+ (5*a^(-6)+ a^(-4)-4*a^(-2))*z^(8)+ (3*a^(-5)+ 4*a^(-3)+ a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-6; -2; 1; 0; 1; 0; -1]; [-7; 1; -2; 0; 0; 0; 6; 0; 6; 0; 2]; [-8; 0; 1; 0; -6; 0; -7; 0; 5; 0; 5]; [-9; 1; -2; 0; 8; 0; 0; 0; -25; 0; -18; 0; -3]; [-8; 0; -6; 0; 14; 0; 13; 0; -15; 0; -8]; [-9; 1; 1; 0; -12; 0; 6; 0; 31; 0; 13; 0; 1]; [-8; 0; 3; 0; -13; 0; -6; 0; 13; 0; 3]; [-7; -1; 5; 0; -6; 0; -15; 0; -4]; [-6; -2; 5; 0; 1; 0; -4]; [-5; -1; 3; 0; 4; 0; 1]; [-4; -2; 1; 0; 1]],reversible
12n_472,(-2*a^(-14)-9*a^(-12)-8*a^(-10))*z^(0)+ (-a^(-19)+ a^(-17)+ a^(-15)+ 8*a^(-13)+ 9*a^(-11))*z^(1)+ (-2*a^(-18)+ a^(-14)+ 37*a^(-12)+ 38*a^(-10))*z^(2)+ (a^(-19)-2*a^(-17)-2*a^(-15)-27*a^(-13)-28*a^(-11))*z^(3)+ (2*a^(-18)+ a^(-14)-54*a^(-12)-57*a^(-10))*z^(4)+ (2*a^(-17)+ 2*a^(-15)+ 26*a^(-13)+ 26*a^(-11))*z^(5)+ (a^(-16)+ 35*a^(-12)+ 36*a^(-10))*z^(6)+ (-9*a^(-13)-9*a^(-11))*z^(7)+ (-10*a^(-12)-10*a^(-10))*z^(8)+ (a^(-13)+ a^(-11))*z^(9)+ (a^(-12)+ a^(-10))*z^(10),[0; 10; [-14; -10; -2; 0; -9; 0; -8]; [-19; -11; -1; 0; 1; 0; 1; 0; 8; 0; 9]; [-18; -10; -2; 0; 0; 0; 1; 0; 37; 0; 38]; [-19; -11; 1; 0; -2; 0; -2; 0; -27; 0; -28]; [-18; -10; 2; 0; 0; 0; 1; 0; -54; 0; -57]; [-17; -11; 2; 0; 2; 0; 26; 0; 26]; [-16; -10; 1; 0; 0; 0; 35; 0; 36]; [-13; -11; -9; 0; -9]; [-12; -10; -10; 0; -10]; [-13; -11; 1; 0; 1]; [-12; -10; 1; 0; 1]],reversible
12n_473,(-a^(-14)-5*a^(-12)-3*a^(-10)+ 2*a^(-8))*z^(0)+ (3*a^(-17)+ 2*a^(-15)+ 6*a^(-13)+ 6*a^(-11)-a^(-9))*z^(1)+ (3*a^(-16)+ a^(-14)+ 21*a^(-12)+ 12*a^(-10)-11*a^(-8))*z^(2)+ (-4*a^(-17)-4*a^(-15)-20*a^(-13)-22*a^(-11)-2*a^(-9))*z^(3)+ (-4*a^(-16)-a^(-14)-30*a^(-12)-18*a^(-10)+ 15*a^(-8))*z^(4)+ (a^(-17)+ a^(-15)+ 20*a^(-13)+ 29*a^(-11)+ 9*a^(-9))*z^(5)+ (a^(-16)+ 22*a^(-12)+ 16*a^(-10)-7*a^(-8))*z^(6)+ (-8*a^(-13)-14*a^(-11)-6*a^(-9))*z^(7)+ (-8*a^(-12)-7*a^(-10)+ a^(-8))*z^(8)+ (a^(-13)+ 2*a^(-11)+ a^(-9))*z^(9)+ (a^(-12)+ a^(-10))*z^(10),[0; 10; [-14; -8; -1; 0; -5; 0; -3; 0; 2]; [-17; -9; 3; 0; 2; 0; 6; 0; 6; 0; -1]; [-16; -8; 3; 0; 1; 0; 21; 0; 12; 0; -11]; [-17; -9; -4; 0; -4; 0; -20; 0; -22; 0; -2]; [-16; -8; -4; 0; -1; 0; -30; 0; -18; 0; 15]; [-17; -9; 1; 0; 1; 0; 20; 0; 29; 0; 9]; [-16; -8; 1; 0; 0; 0; 22; 0; 16; 0; -7]; [-13; -9; -8; 0; -14; 0; -6]; [-12; -8; -8; 0; -7; 0; 1]; [-13; -9; 1; 0; 2; 0; 1]; [-12; -10; 1; 0; 1]],reversible
12n_474,(-2*a^(-14)-8*a^(-12)-6*a^(-10)+ a^(-8))*z^(0)+ (a^(-17)-a^(-15)+ 7*a^(-13)+ 9*a^(-11))*z^(1)+ (a^(-16)+ 4*a^(-14)+ 33*a^(-12)+ 20*a^(-10)-10*a^(-8))*z^(2)+ (a^(-15)-21*a^(-13)-26*a^(-11)-4*a^(-9))*z^(3)+ (-4*a^(-14)-44*a^(-12)-25*a^(-10)+ 15*a^(-8))*z^(4)+ (18*a^(-13)+ 28*a^(-11)+ 10*a^(-9))*z^(5)+ (a^(-14)+ 26*a^(-12)+ 18*a^(-10)-7*a^(-8))*z^(6)+ (-7*a^(-13)-13*a^(-11)-6*a^(-9))*z^(7)+ (-8*a^(-12)-7*a^(-10)+ a^(-8))*z^(8)+ (a^(-13)+ 2*a^(-11)+ a^(-9))*z^(9)+ (a^(-12)+ a^(-10))*z^(10),[0; 10; [-14; -8; -2; 0; -8; 0; -6; 0; 1]; [-17; -11; 1; 0; -1; 0; 7; 0; 9]; [-16; -8; 1; 0; 4; 0; 33; 0; 20; 0; -10]; [-15; -9; 1; 0; -21; 0; -26; 0; -4]; [-14; -8; -4; 0; -44; 0; -25; 0; 15]; [-13; -9; 18; 0; 28; 0; 10]; [-14; -8; 1; 0; 26; 0; 18; 0; -7]; [-13; -9; -7; 0; -13; 0; -6]; [-12; -8; -8; 0; -7; 0; 1]; [-13; -9; 1; 0; 2; 0; 1]; [-12; -10; 1; 0; 1]],reversible
12n_475,(-3*a^(-4)-7*a^(-2)-4-a^2)*z^(0)+ (5*a^(-5)+ 9*a^(-3)+ 5*a^(-1)+ a)*z^(1)+ (14*a^(-4)+ 25*a^(-2)+ 11)*z^(2)+ (-20*a^(-5)-32*a^(-3)-13*a^(-1)-a)*z^(3)+ (-26*a^(-4)-33*a^(-2)-7)*z^(4)+ (21*a^(-5)+ 36*a^(-3)+ 15*a^(-1))*z^(5)+ (22*a^(-4)+ 23*a^(-2)+ 1)*z^(6)+ (-8*a^(-5)-15*a^(-3)-7*a^(-1))*z^(7)+ (-8*a^(-4)-8*a^(-2))*z^(8)+ (a^(-5)+ 2*a^(-3)+ a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-4; 2; -3; 0; -7; 0; -4; 0; -1]; [-5; 1; 5; 0; 9; 0; 5; 0; 1]; [-4; 0; 14; 0; 25; 0; 11]; [-5; 1; -20; 0; -32; 0; -13; 0; -1]; [-4; 0; -26; 0; -33; 0; -7]; [-5; -1; 21; 0; 36; 0; 15]; [-4; 0; 22; 0; 23; 0; 1]; [-5; -1; -8; 0; -15; 0; -7]; [-4; -2; -8; 0; -8]; [-5; -1; 1; 0; 2; 0; 1]; [-4; -2; 1; 0; 1]],reversible
12n_476,(-3*a^(-6)-7*a^(-4)-5*a^(-2))*z^(0)+ (-a^(-9)+ 3*a^(-7)+ 7*a^(-5)+ 3*a^(-3))*z^(1)+ (-a^(-12)+ 2*a^(-10)-3*a^(-8)+ 5*a^(-6)+ 27*a^(-4)+ 16*a^(-2))*z^(2)+ (-3*a^(-11)+ 8*a^(-9)-8*a^(-7)-23*a^(-5)-4*a^(-3))*z^(3)+ (a^(-12)-6*a^(-10)+ 9*a^(-8)-3*a^(-6)-32*a^(-4)-13*a^(-2))*z^(4)+ (3*a^(-11)-10*a^(-9)+ 7*a^(-7)+ 23*a^(-5)+ 3*a^(-3))*z^(5)+ (5*a^(-10)-9*a^(-8)-3*a^(-6)+ 14*a^(-4)+ 3*a^(-2))*z^(6)+ (6*a^(-9)-5*a^(-7)-14*a^(-5)-3*a^(-3))*z^(7)+ (5*a^(-8)+ a^(-6)-4*a^(-4))*z^(8)+ (3*a^(-7)+ 4*a^(-5)+ a^(-3))*z^(9)+ (a^(-6)+ a^(-4))*z^(10),[0; 10; [-6; -2; -3; 0; -7; 0; -5]; [-9; -3; -1; 0; 3; 0; 7; 0; 3]; [-12; -2; -1; 0; 2; 0; -3; 0; 5; 0; 27; 0; 16]; [-11; -3; -3; 0; 8; 0; -8; 0; -23; 0; -4]; [-12; -2; 1; 0; -6; 0; 9; 0; -3; 0; -32; 0; -13]; [-11; -3; 3; 0; -10; 0; 7; 0; 23; 0; 3]; [-10; -2; 5; 0; -9; 0; -3; 0; 14; 0; 3]; [-9; -3; 6; 0; -5; 0; -14; 0; -3]; [-8; -4; 5; 0; 1; 0; -4]; [-7; -3; 3; 0; 4; 0; 1]; [-6; -4; 1; 0; 1]],reversible
12n_477,(-a^(-14)-4*a^(-12)-a^(-10)+ 3*a^(-8))*z^(0)+ (-3*a^(-15)+ 4*a^(-13)+ 6*a^(-11)-a^(-9))*z^(1)+ (a^(-14)+ 17*a^(-12)-13*a^(-8)+ 3*a^(-6))*z^(2)+ (2*a^(-15)-14*a^(-13)-21*a^(-11)-a^(-9)+ 4*a^(-7))*z^(3)+ (-a^(-14)-22*a^(-12)+ a^(-10)+ 18*a^(-8)-4*a^(-6))*z^(4)+ (16*a^(-13)+ 29*a^(-11)+ 6*a^(-9)-7*a^(-7))*z^(5)+ (a^(-14)+ 17*a^(-12)+ 2*a^(-10)-13*a^(-8)+ a^(-6))*z^(6)+ (-6*a^(-13)-15*a^(-11)-7*a^(-9)+ 2*a^(-7))*z^(7)+ (-6*a^(-12)-3*a^(-10)+ 3*a^(-8))*z^(8)+ (a^(-13)+ 3*a^(-11)+ 2*a^(-9))*z^(9)+ (a^(-12)+ a^(-10))*z^(10),[0; 10; [-14; -8; -1; 0; -4; 0; -1; 0; 3]; [-15; -9; -3; 0; 4; 0; 6; 0; -1]; [-14; -6; 1; 0; 17; 0; 0; 0; -13; 0; 3]; [-15; -7; 2; 0; -14; 0; -21; 0; -1; 0; 4]; [-14; -6; -1; 0; -22; 0; 1; 0; 18; 0; -4]; [-13; -7; 16; 0; 29; 0; 6; 0; -7]; [-14; -6; 1; 0; 17; 0; 2; 0; -13; 0; 1]; [-13; -7; -6; 0; -15; 0; -7; 0; 2]; [-12; -8; -6; 0; -3; 0; 3]; [-13; -9; 1; 0; 3; 0; 2]; [-12; -10; 1; 0; 1]],reversible
12n_478,(a^(-6)+ a^(-4)-2*a^(-2)-2-a^2)*z^(0)+ (-a^(-7)+ 2*a^(-5)+ 6*a^(-3)+ 3*a^(-1))*z^(1)+ (-5*a^(-6)-2*a^(-4)+ 9*a^(-2)+ 7+ a^2)*z^(2)+ (6*a^(-7)-8*a^(-5)-26*a^(-3)-11*a^(-1)+ a)*z^(3)+ (13*a^(-6)-17*a^(-2)-4)*z^(4)+ (-5*a^(-7)+ 14*a^(-5)+ 32*a^(-3)+ 13*a^(-1))*z^(5)+ (-10*a^(-6)+ 3*a^(-4)+ 14*a^(-2)+ 1)*z^(6)+ (a^(-7)-10*a^(-5)-17*a^(-3)-6*a^(-1))*z^(7)+ (2*a^(-6)-4*a^(-4)-6*a^(-2))*z^(8)+ (2*a^(-5)+ 3*a^(-3)+ a^(-1))*z^(9)+ (a^(-4)+ a^(-2))*z^(10),[0; 10; [-6; 2; 1; 0; 1; 0; -2; 0; -2; 0; -1]; [-7; -1; -1; 0; 2; 0; 6; 0; 3]; [-6; 2; -5; 0; -2; 0; 9; 0; 7; 0; 1]; [-7; 1; 6; 0; -8; 0; -26; 0; -11; 0; 1]; [-6; 0; 13; 0; 0; 0; -17; 0; -4]; [-7; -1; -5; 0; 14; 0; 32; 0; 13]; [-6; 0; -10; 0; 3; 0; 14; 0; 1]; [-7; -1; 1; 0; -10; 0; -17; 0; -6]; [-6; -2; 2; 0; -4; 0; -6]; [-5; -1; 2; 0; 3; 0; 1]; [-4; -2; 1; 0; 1]],reversible
12n_479,(-2*a^(-6)-3*a^(-4)+ 2)*z^(0)+ (3*a^(-7)+ 2*a^(-5)-2*a^(-3)-a^(-1))*z^(1)+ (2*a^(-10)-3*a^(-8)+ 3*a^(-6)+ 12*a^(-4)-2*a^(-2)-6)*z^(2)+ (6*a^(-9)-8*a^(-7)-9*a^(-5)+ 3*a^(-3)-2*a^(-1))*z^(3)+ (-3*a^(-10)+ 8*a^(-8)+ 3*a^(-6)-8*a^(-4)+ 3*a^(-2)+ 3)*z^(4)+ (-9*a^(-9)+ 5*a^(-7)+ 15*a^(-5)+ 2*a^(-3)+ a^(-1))*z^(5)+ (a^(-10)-11*a^(-8)-9*a^(-6)+ a^(-4)-2*a^(-2))*z^(6)+ (3*a^(-9)-6*a^(-7)-12*a^(-5)-2*a^(-3)+ a^(-1))*z^(7)+ (4*a^(-8)+ 3*a^(-6)+ a^(-4)+ 2*a^(-2))*z^(8)+ (3*a^(-7)+ 5*a^(-5)+ 2*a^(-3))*z^(9)+ (a^(-6)+ a^(-4))*z^(10),[0; 10; [-6; 0; -2; 0; -3; 0; 0; 0; 2]; [-7; -1; 3; 0; 2; 0; -2; 0; -1]; [-10; 0; 2; 0; -3; 0; 3; 0; 12; 0; -2; 0; -6]; [-9; -1; 6; 0; -8; 0; -9; 0; 3; 0; -2]; [-10; 0; -3; 0; 8; 0; 3; 0; -8; 0; 3; 0; 3]; [-9; -1; -9; 0; 5; 0; 15; 0; 2; 0; 1]; [-10; -2; 1; 0; -11; 0; -9; 0; 1; 0; -2]; [-9; -1; 3; 0; -6; 0; -12; 0; -2; 0; 1]; [-8; -2; 4; 0; 3; 0; 1; 0; 2]; [-7; -3; 3; 0; 5; 0; 2]; [-6; -4; 1; 0; 1]],reversible
12n_480,(a^(-4)-1+ a^4)*z^(0)+ (-4*a^(-1)-4*a)*z^(1)+ (a^(-6)-a^(-4)+ 2*a^(-2)+ 9+ 3*a^2-2*a^4)*z^(2)+ (4*a^(-5)+ 2*a-2*a^3)*z^(3)+ (-2*a^(-6)+ 8*a^(-4)+ 8*a^(-2)-8-5*a^2+ a^4)*z^(4)+ (-10*a^(-5)-a^(-3)+ 11*a^(-1)+ 4*a+ 2*a^3)*z^(5)+ (a^(-6)-16*a^(-4)-16*a^(-2)+ 5+ 4*a^2)*z^(6)+ (4*a^(-5)-7*a^(-3)-12*a^(-1)-a)*z^(7)+ (6*a^(-4)+ 5*a^(-2)-1)*z^(8)+ (4*a^(-3)+ 5*a^(-1)+ a)*z^(9)+ (a^(-2)+ 1)*z^(10),[0; 10; [-4; 4; 1; 0; 0; 0; -1; 0; 0; 0; 1]; [-1; 1; -4; 0; -4]; [-6; 4; 1; 0; -1; 0; 2; 0; 9; 0; 3; 0; -2]; [-5; 3; 4; 0; 0; 0; 0; 0; 2; 0; -2]; [-6; 4; -2; 0; 8; 0; 8; 0; -8; 0; -5; 0; 1]; [-5; 3; -10; 0; -1; 0; 11; 0; 4; 0; 2]; [-6; 2; 1; 0; -16; 0; -16; 0; 5; 0; 4]; [-5; 1; 4; 0; -7; 0; -12; 0; -1]; [-4; 0; 6; 0; 5; 0; -1]; [-3; 1; 4; 0; 5; 0; 1]; [-2; 0; 1; 0; 1]],reversible
12n_481,(2*a^(-4)+ 3*a^(-2)+ 2+ a^2+ a^4)*z^(0)+ (3*a^(-3)+ 3*a^(-1)+ a+ a^3)*z^(1)+ (a^(-6)-9*a^(-4)-17*a^(-2)-6-a^2-2*a^4)*z^(2)+ (4*a^(-5)-10*a^(-3)-18*a^(-1)-7*a-3*a^3)*z^(3)+ (-3*a^(-6)+ 18*a^(-4)+ 32*a^(-2)+ 7-3*a^2+ a^4)*z^(4)+ (-9*a^(-5)+ 16*a^(-3)+ 32*a^(-1)+ 9*a+ 2*a^3)*z^(5)+ (a^(-6)-18*a^(-4)-21*a^(-2)+ 1+ 3*a^2)*z^(6)+ (3*a^(-5)-14*a^(-3)-20*a^(-1)-3*a)*z^(7)+ (5*a^(-4)+ 3*a^(-2)-2)*z^(8)+ (4*a^(-3)+ 5*a^(-1)+ a)*z^(9)+ (a^(-2)+ 1)*z^(10),[0; 10; [-4; 4; 2; 0; 3; 0; 2; 0; 1; 0; 1]; [-3; 3; 3; 0; 3; 0; 1; 0; 1]; [-6; 4; 1; 0; -9; 0; -17; 0; -6; 0; -1; 0; -2]; [-5; 3; 4; 0; -10; 0; -18; 0; -7; 0; -3]; [-6; 4; -3; 0; 18; 0; 32; 0; 7; 0; -3; 0; 1]; [-5; 3; -9; 0; 16; 0; 32; 0; 9; 0; 2]; [-6; 2; 1; 0; -18; 0; -21; 0; 1; 0; 3]; [-5; 1; 3; 0; -14; 0; -20; 0; -3]; [-4; 0; 5; 0; 3; 0; -2]; [-3; 1; 4; 0; 5; 0; 1]; [-2; 0; 1; 0; 1]],reversible
12n_482,(1)*z^(0)+ (0)*z^(1)+ (-3*a^(-4)-9*a^(-2)-9-3*a^2)*z^(2)+ (4*a^(-5)+ 2*a^(-3)-8*a^(-1)-6*a)*z^(3)+ (-2*a^(-6)+ 13*a^(-4)+ 28*a^(-2)+ 16+ 3*a^2)*z^(4)+ (-11*a^(-5)+ 2*a^(-3)+ 25*a^(-1)+ 12*a)*z^(5)+ (a^(-6)-19*a^(-4)-23*a^(-2)-3)*z^(6)+ (4*a^(-5)-10*a^(-3)-19*a^(-1)-5*a)*z^(7)+ (6*a^(-4)+ 4*a^(-2)-2)*z^(8)+ (4*a^(-3)+ 5*a^(-1)+ a)*z^(9)+ (a^(-2)+ 1)*z^(10),[0; 10; [0; 0; 1]; [0; 0; 0]; [-4; 2; -3; 0; -9; 0; -9; 0; -3]; [-5; 1; 4; 0; 2; 0; -8; 0; -6]; [-6; 2; -2; 0; 13; 0; 28; 0; 16; 0; 3]; [-5; 1; -11; 0; 2; 0; 25; 0; 12]; [-6; 0; 1; 0; -19; 0; -23; 0; -3]; [-5; 1; 4; 0; -10; 0; -19; 0; -5]; [-4; 0; 6; 0; 4; 0; -2]; [-3; 1; 4; 0; 5; 0; 1]; [-2; 0; 1; 0; 1]],reversible
12n_483,(a^(-4)+ 3*a^(-2)+ 4+ a^2)*z^(0)+ (-2*a^(-5)-5*a^(-3)-5*a^(-1)-3*a-a^3)*z^(1)+ (2*a^(-6)-4*a^(-4)-19*a^(-2)-19-6*a^2)*z^(2)+ (9*a^(-5)+ 11*a^(-3)+ a^(-1)+ 2*a+ 3*a^3)*z^(3)+ (-4*a^(-6)+ 6*a^(-4)+ 30*a^(-2)+ 35+ 15*a^2)*z^(4)+ (-10*a^(-5)-a^(-3)+ 25*a^(-1)+ 12*a-4*a^3)*z^(5)+ (a^(-6)-6*a^(-4)-11*a^(-2)-18-14*a^2)*z^(6)+ (2*a^(-5)-5*a^(-3)-22*a^(-1)-14*a+ a^3)*z^(7)+ (a^(-4)-3*a^(-2)-1+ 3*a^2)*z^(8)+ (a^(-3)+ 4*a^(-1)+ 3*a)*z^(9)+ (a^(-2)+ 1)*z^(10),[0; 10; [-4; 2; 1; 0; 3; 0; 4; 0; 1]; [-5; 3; -2; 0; -5; 0; -5; 0; -3; 0; -1]; [-6; 2; 2; 0; -4; 0; -19; 0; -19; 0; -6]; [-5; 3; 9; 0; 11; 0; 1; 0; 2; 0; 3]; [-6; 2; -4; 0; 6; 0; 30; 0; 35; 0; 15]; [-5; 3; -10; 0; -1; 0; 25; 0; 12; 0; -4]; [-6; 2; 1; 0; -6; 0; -11; 0; -18; 0; -14]; [-5; 3; 2; 0; -5; 0; -22; 0; -14; 0; 1]; [-4; 2; 1; 0; -3; 0; -1; 0; 3]; [-3; 1; 1; 0; 4; 0; 3]; [-2; 0; 1; 0; 1]],reversible
12n_484,(a^(-2)+ 3+ a^2)*z^(0)+ (-a^(-3)-2*a^(-1)-2*a-a^3)*z^(1)+ (a^(-6)+ a^(-4)-6*a^(-2)-11-5*a^2)*z^(2)+ (3*a^(-5)+ 3*a^(-3)-a^(-1)+ 3*a+ 4*a^3)*z^(3)+ (-2*a^(-4)+ 4*a^(-2)+ 21+ 15*a^2)*z^(4)+ (11*a^(-1)+ 7*a-4*a^3)*z^(5)+ (2*a^(-4)-a^(-2)-16-13*a^2)*z^(6)+ (-2*a^(-3)-14*a^(-1)-11*a+ a^3)*z^(7)+ (-2*a^(-2)+ 1+ 3*a^2)*z^(8)+ (a^(-3)+ 4*a^(-1)+ 3*a)*z^(9)+ (a^(-2)+ 1)*z^(10),[0; 10; [-2; 2; 1; 0; 3; 0; 1]; [-3; 3; -1; 0; -2; 0; -2; 0; -1]; [-6; 2; 1; 0; 1; 0; -6; 0; -11; 0; -5]; [-5; 3; 3; 0; 3; 0; -1; 0; 3; 0; 4]; [-4; 2; -2; 0; 4; 0; 21; 0; 15]; [-1; 3; 11; 0; 7; 0; -4]; [-4; 2; 2; 0; -1; 0; -16; 0; -13]; [-3; 3; -2; 0; -14; 0; -11; 0; 1]; [-2; 2; -2; 0; 1; 0; 3]; [-3; 1; 1; 0; 4; 0; 3]; [-2; 0; 1; 0; 1]],chiral
