Name,Kauffman,Kauffman (vector),Symmetry Type
12a_781,(-2*a^2-a^4)*z^(0)+ (a^(-5)+ 3*a^(-3)+ 3*a^(-1)+ a+ a^3+ a^5)*z^(1)+ (-2*a^(-6)-2*a^(-4)+ 2*a^(-2)+ 4+ 5*a^2+ 3*a^4)*z^(2)+ (a^(-7)-10*a^(-5)-28*a^(-3)-22*a^(-1)-2*a+ a^3-2*a^5)*z^(3)+ (11*a^(-6)+ 6*a^(-4)-16*a^(-2)-9-3*a^2-5*a^4)*z^(4)+ (-3*a^(-7)+ 27*a^(-5)+ 60*a^(-3)+ 39*a^(-1)+ 2*a-6*a^3+ a^5)*z^(5)+ (-14*a^(-6)+ 7*a^(-4)+ 37*a^(-2)+ 8-5*a^2+ 3*a^4)*z^(6)+ (a^(-7)-26*a^(-5)-44*a^(-3)-28*a^(-1)-6*a+ 5*a^3)*z^(7)+ (4*a^(-6)-17*a^(-4)-34*a^(-2)-7+ 6*a^2)*z^(8)+ (7*a^(-5)+ 7*a^(-3)+ 6*a^(-1)+ 6*a)*z^(9)+ (6*a^(-4)+ 11*a^(-2)+ 5)*z^(10)+ (2*a^(-3)+ 2*a^(-1))*z^(11),[0; 11; [2; 4; -2; 0; -1]; [-5; 5; 1; 0; 3; 0; 3; 0; 1; 0; 1; 0; 1]; [-6; 4; -2; 0; -2; 0; 2; 0; 4; 0; 5; 0; 3]; [-7; 5; 1; 0; -10; 0; -28; 0; -22; 0; -2; 0; 1; 0; -2]; [-6; 4; 11; 0; 6; 0; -16; 0; -9; 0; -3; 0; -5]; [-7; 5; -3; 0; 27; 0; 60; 0; 39; 0; 2; 0; -6; 0; 1]; [-6; 4; -14; 0; 7; 0; 37; 0; 8; 0; -5; 0; 3]; [-7; 3; 1; 0; -26; 0; -44; 0; -28; 0; -6; 0; 5]; [-6; 2; 4; 0; -17; 0; -34; 0; -7; 0; 6]; [-5; 1; 7; 0; 7; 0; 6; 0; 6]; [-4; 0; 6; 0; 11; 0; 5]; [-3; -1; 2; 0; 2]],chiral
12a_782,(-a^(-2)+ a^2+ a^4)*z^(0)+ (a^(-3)+ 3*a^(-1)+ 5*a+ 3*a^3)*z^(1)+ (2*a^(-6)+ 3*a^(-4)+ 2*a^(-2)-1-7*a^2-5*a^4)*z^(2)+ (-2*a^(-7)+ 2*a^(-5)-2*a^(-3)-22*a^(-1)-29*a-13*a^3)*z^(3)+ (a^(-8)-7*a^(-6)+ 7*a^(-2)-4+ 5*a^2+ 8*a^4)*z^(4)+ (4*a^(-7)-12*a^(-5)+ 7*a^(-3)+ 57*a^(-1)+ 55*a+ 21*a^3)*z^(5)+ (8*a^(-6)-16*a^(-4)-8*a^(-2)+ 33+ 12*a^2-5*a^4)*z^(6)+ (11*a^(-5)-20*a^(-3)-51*a^(-1)-34*a-14*a^3)*z^(7)+ (12*a^(-4)-10*a^(-2)-38-15*a^2+ a^4)*z^(8)+ (11*a^(-3)+ 10*a^(-1)+ 2*a+ 3*a^3)*z^(9)+ (7*a^(-2)+ 11+ 4*a^2)*z^(10)+ (2*a^(-1)+ 2*a)*z^(11),[0; 11; [-2; 4; -1; 0; 0; 0; 1; 0; 1]; [-3; 3; 1; 0; 3; 0; 5; 0; 3]; [-6; 4; 2; 0; 3; 0; 2; 0; -1; 0; -7; 0; -5]; [-7; 3; -2; 0; 2; 0; -2; 0; -22; 0; -29; 0; -13]; [-8; 4; 1; 0; -7; 0; 0; 0; 7; 0; -4; 0; 5; 0; 8]; [-7; 3; 4; 0; -12; 0; 7; 0; 57; 0; 55; 0; 21]; [-6; 4; 8; 0; -16; 0; -8; 0; 33; 0; 12; 0; -5]; [-5; 3; 11; 0; -20; 0; -51; 0; -34; 0; -14]; [-4; 4; 12; 0; -10; 0; -38; 0; -15; 0; 1]; [-3; 3; 11; 0; 10; 0; 2; 0; 3]; [-2; 2; 7; 0; 11; 0; 4]; [-1; 1; 2; 0; 2]],chiral
12a_783,(-a^(-2)-1-a^2)*z^(0)+ (2*a^(-7)+ 6*a^(-5)+ 6*a^(-3)+ a^(-1)-a)*z^(1)+ (-4*a^(-8)-4*a^(-6)+ 2*a^(-4)+ 3*a^(-2)+ 4+ 3*a^2)*z^(2)+ (3*a^(-9)-11*a^(-7)-33*a^(-5)-27*a^(-3)-3*a^(-1)+ 5*a)*z^(3)+ (-2*a^(-10)+ 14*a^(-8)+ 13*a^(-6)-12*a^(-4)-6*a^(-2)-3*a^2)*z^(4)+ (-9*a^(-9)+ 25*a^(-7)+ 64*a^(-5)+ 39*a^(-3)+ 2*a^(-1)-7*a)*z^(5)+ (a^(-10)-20*a^(-8)-3*a^(-6)+ 28*a^(-4)+ a^(-2)-8+ a^2)*z^(6)+ (4*a^(-9)-26*a^(-7)-48*a^(-5)-29*a^(-3)-8*a^(-1)+ 3*a)*z^(7)+ (8*a^(-8)-10*a^(-6)-27*a^(-4)-4*a^(-2)+ 5)*z^(8)+ (10*a^(-7)+ 13*a^(-5)+ 9*a^(-3)+ 6*a^(-1))*z^(9)+ (7*a^(-6)+ 12*a^(-4)+ 5*a^(-2))*z^(10)+ (2*a^(-5)+ 2*a^(-3))*z^(11),[0; 11; [-2; 2; -1; 0; -1; 0; -1]; [-7; 1; 2; 0; 6; 0; 6; 0; 1; 0; -1]; [-8; 2; -4; 0; -4; 0; 2; 0; 3; 0; 4; 0; 3]; [-9; 1; 3; 0; -11; 0; -33; 0; -27; 0; -3; 0; 5]; [-10; 2; -2; 0; 14; 0; 13; 0; -12; 0; -6; 0; 0; 0; -3]; [-9; 1; -9; 0; 25; 0; 64; 0; 39; 0; 2; 0; -7]; [-10; 2; 1; 0; -20; 0; -3; 0; 28; 0; 1; 0; -8; 0; 1]; [-9; 1; 4; 0; -26; 0; -48; 0; -29; 0; -8; 0; 3]; [-8; 0; 8; 0; -10; 0; -27; 0; -4; 0; 5]; [-7; -1; 10; 0; 13; 0; 9; 0; 6]; [-6; -2; 7; 0; 12; 0; 5]; [-5; -3; 2; 0; 2]],chiral
12a_784,(-a^(-4)+ a^(-2)+ 6+ 3*a^2)*z^(0)+ (-a^(-7)-a^(-3)-6*a^(-1)-7*a-2*a^3+ a^5)*z^(1)+ (-3*a^(-6)-a^(-4)-7*a^(-2)-21-11*a^2+ a^4)*z^(2)+ (3*a^(-7)-2*a^(-5)-4*a^(-3)+ 7*a^(-1)+ 13*a+ 5*a^3-2*a^5)*z^(3)+ (11*a^(-6)+ 12*a^(-4)+ 19*a^(-2)+ 39+ 17*a^2-4*a^4)*z^(4)+ (-3*a^(-7)+ 13*a^(-5)+ 28*a^(-3)+ 20*a^(-1)-a-8*a^3+ a^5)*z^(5)+ (-12*a^(-6)-11*a^(-4)-10*a^(-2)-29-15*a^2+ 3*a^4)*z^(6)+ (a^(-7)-19*a^(-5)-41*a^(-3)-37*a^(-1)-10*a+ 6*a^3)*z^(7)+ (4*a^(-6)-8*a^(-4)-18*a^(-2)+ 3+ 9*a^2)*z^(8)+ (7*a^(-5)+ 12*a^(-3)+ 14*a^(-1)+ 9*a)*z^(9)+ (6*a^(-4)+ 12*a^(-2)+ 6)*z^(10)+ (2*a^(-3)+ 2*a^(-1))*z^(11),[0; 11; [-4; 2; -1; 0; 1; 0; 6; 0; 3]; [-7; 5; -1; 0; 0; 0; -1; 0; -6; 0; -7; 0; -2; 0; 1]; [-6; 4; -3; 0; -1; 0; -7; 0; -21; 0; -11; 0; 1]; [-7; 5; 3; 0; -2; 0; -4; 0; 7; 0; 13; 0; 5; 0; -2]; [-6; 4; 11; 0; 12; 0; 19; 0; 39; 0; 17; 0; -4]; [-7; 5; -3; 0; 13; 0; 28; 0; 20; 0; -1; 0; -8; 0; 1]; [-6; 4; -12; 0; -11; 0; -10; 0; -29; 0; -15; 0; 3]; [-7; 3; 1; 0; -19; 0; -41; 0; -37; 0; -10; 0; 6]; [-6; 2; 4; 0; -8; 0; -18; 0; 3; 0; 9]; [-5; 1; 7; 0; 12; 0; 14; 0; 9]; [-4; 0; 6; 0; 12; 0; 6]; [-3; -1; 2; 0; 2]],chiral
12a_785,(-a^(-4)-2*a^(-2))*z^(0)+ (-a^(-9)-3*a^(-7)-2*a^(-5))*z^(1)+ (-2*a^(-10)-11*a^(-8)-15*a^(-6)-4*a^(-4)+ 2*a^(-2))*z^(2)+ (4*a^(-11)+ 6*a^(-9)-9*a^(-7)-15*a^(-5)-4*a^(-3))*z^(3)+ (-3*a^(-12)+ 11*a^(-10)+ 45*a^(-8)+ 51*a^(-6)+ 27*a^(-4)+ 7*a^(-2))*z^(4)+ (a^(-13)-12*a^(-11)+ 4*a^(-9)+ 69*a^(-7)+ 77*a^(-5)+ 24*a^(-3)-a^(-1))*z^(5)+ (5*a^(-12)-24*a^(-10)-51*a^(-8)-30*a^(-6)-21*a^(-4)-13*a^(-2))*z^(6)+ (12*a^(-11)-26*a^(-9)-100*a^(-7)-96*a^(-5)-33*a^(-3)+ a^(-1))*z^(7)+ (19*a^(-10)+ 3*a^(-8)-37*a^(-6)-15*a^(-4)+ 6*a^(-2))*z^(8)+ (21*a^(-9)+ 36*a^(-7)+ 28*a^(-5)+ 13*a^(-3))*z^(9)+ (14*a^(-8)+ 26*a^(-6)+ 12*a^(-4))*z^(10)+ (4*a^(-7)+ 4*a^(-5))*z^(11),[0; 11; [-4; -2; -1; 0; -2]; [-9; -5; -1; 0; -3; 0; -2]; [-10; -2; -2; 0; -11; 0; -15; 0; -4; 0; 2]; [-11; -3; 4; 0; 6; 0; -9; 0; -15; 0; -4]; [-12; -2; -3; 0; 11; 0; 45; 0; 51; 0; 27; 0; 7]; [-13; -1; 1; 0; -12; 0; 4; 0; 69; 0; 77; 0; 24; 0; -1]; [-12; -2; 5; 0; -24; 0; -51; 0; -30; 0; -21; 0; -13]; [-11; -1; 12; 0; -26; 0; -100; 0; -96; 0; -33; 0; 1]; [-10; -2; 19; 0; 3; 0; -37; 0; -15; 0; 6]; [-9; -3; 21; 0; 36; 0; 28; 0; 13]; [-8; -4; 14; 0; 26; 0; 12]; [-7; -5; 4; 0; 4]],reversible
12a_786,(-a^(-4)-2*a^(-2)-1-2*a^2-a^4)*z^(0)+ (2*a^(-5)+ 3*a^(-3)-2*a+ a^5)*z^(1)+ (-2*a^(-6)+ 2*a^(-4)+ 10*a^(-2)+ 9+ 6*a^2+ 3*a^4)*z^(2)+ (2*a^(-7)-9*a^(-5)-20*a^(-3)-5*a^(-1)+ 8*a+ 2*a^3-2*a^5)*z^(3)+ (11*a^(-6)+ a^(-4)-20*a^(-2)-9-4*a^2-5*a^4)*z^(4)+ (-3*a^(-7)+ 22*a^(-5)+ 42*a^(-3)+ 18*a^(-1)-6*a-6*a^3+ a^5)*z^(5)+ (-13*a^(-6)+ 4*a^(-4)+ 27*a^(-2)+ 3-4*a^2+ 3*a^4)*z^(6)+ (a^(-7)-23*a^(-5)-38*a^(-3)-22*a^(-1)-3*a+ 5*a^3)*z^(7)+ (4*a^(-6)-14*a^(-4)-28*a^(-2)-4+ 6*a^2)*z^(8)+ (7*a^(-5)+ 8*a^(-3)+ 7*a^(-1)+ 6*a)*z^(9)+ (6*a^(-4)+ 11*a^(-2)+ 5)*z^(10)+ (2*a^(-3)+ 2*a^(-1))*z^(11),[0; 11; [-4; 4; -1; 0; -2; 0; -1; 0; -2; 0; -1]; [-5; 5; 2; 0; 3; 0; 0; 0; -2; 0; 0; 0; 1]; [-6; 4; -2; 0; 2; 0; 10; 0; 9; 0; 6; 0; 3]; [-7; 5; 2; 0; -9; 0; -20; 0; -5; 0; 8; 0; 2; 0; -2]; [-6; 4; 11; 0; 1; 0; -20; 0; -9; 0; -4; 0; -5]; [-7; 5; -3; 0; 22; 0; 42; 0; 18; 0; -6; 0; -6; 0; 1]; [-6; 4; -13; 0; 4; 0; 27; 0; 3; 0; -4; 0; 3]; [-7; 3; 1; 0; -23; 0; -38; 0; -22; 0; -3; 0; 5]; [-6; 2; 4; 0; -14; 0; -28; 0; -4; 0; 6]; [-5; 1; 7; 0; 8; 0; 7; 0; 6]; [-4; 0; 6; 0; 11; 0; 5]; [-3; -1; 2; 0; 2]],chiral
12a_787,(-1-3*a^2+ a^6)*z^(0)+ (3*a^(-1)+ 7*a+ 4*a^3-4*a^5-4*a^7)*z^(1)+ (a^(-4)-5*a^(-2)+ 20*a^2+ 11*a^4-3*a^6)*z^(2)+ (-2*a^(-5)+ 4*a^(-3)-18*a^(-1)-44*a-17*a^3+ 11*a^5+ 8*a^7)*z^(3)+ (-6*a^(-4)+ 20*a^(-2)+ 5-46*a^2-16*a^4+ 9*a^6)*z^(4)+ (a^(-5)-10*a^(-3)+ 35*a^(-1)+ 61*a+ 15*a^3-5*a^5-5*a^7)*z^(5)+ (3*a^(-4)-19*a^(-2)+ 7+ 44*a^2+ 7*a^4-8*a^6)*z^(6)+ (5*a^(-3)-23*a^(-1)-32*a-9*a^3-4*a^5+ a^7)*z^(7)+ (7*a^(-2)-9-23*a^2-5*a^4+ 2*a^6)*z^(8)+ (7*a^(-1)+ 6*a+ a^3+ 2*a^5)*z^(9)+ (4+ 6*a^2+ 2*a^4)*z^(10)+ (a+ a^3)*z^(11),[0; 11; [0; 6; -1; 0; -3; 0; 0; 0; 1]; [-1; 7; 3; 0; 7; 0; 4; 0; -4; 0; -4]; [-4; 6; 1; 0; -5; 0; 0; 0; 20; 0; 11; 0; -3]; [-5; 7; -2; 0; 4; 0; -18; 0; -44; 0; -17; 0; 11; 0; 8]; [-4; 6; -6; 0; 20; 0; 5; 0; -46; 0; -16; 0; 9]; [-5; 7; 1; 0; -10; 0; 35; 0; 61; 0; 15; 0; -5; 0; -5]; [-4; 6; 3; 0; -19; 0; 7; 0; 44; 0; 7; 0; -8]; [-3; 7; 5; 0; -23; 0; -32; 0; -9; 0; -4; 0; 1]; [-2; 6; 7; 0; -9; 0; -23; 0; -5; 0; 2]; [-1; 5; 7; 0; 6; 0; 1; 0; 2]; [0; 4; 4; 0; 6; 0; 2]; [1; 3; 1; 0; 1]],reversible
12a_788,(a^(-4)+ 2*a^(-2)+ 2)*z^(0)+ (a^(-7)+ 2*a^(-5)+ 2*a^(-3)+ a^(-1))*z^(1)+ (-3*a^(-8)-6*a^(-6)-11*a^(-4)-15*a^(-2)-7)*z^(2)+ (2*a^(-9)-6*a^(-7)-19*a^(-5)-19*a^(-3)-6*a^(-1)+ 2*a)*z^(3)+ (-a^(-10)+ 13*a^(-8)+ 28*a^(-6)+ 36*a^(-4)+ 40*a^(-2)+ 17-a^2)*z^(4)+ (-7*a^(-9)+ 20*a^(-7)+ 66*a^(-5)+ 62*a^(-3)+ 17*a^(-1)-6*a)*z^(5)+ (a^(-10)-21*a^(-8)-29*a^(-6)-26*a^(-4)-43*a^(-2)-23+ a^2)*z^(6)+ (5*a^(-9)-30*a^(-7)-86*a^(-5)-86*a^(-3)-30*a^(-1)+ 5*a)*z^(7)+ (12*a^(-8)-4*a^(-6)-28*a^(-4)+ a^(-2)+ 13)*z^(8)+ (17*a^(-7)+ 33*a^(-5)+ 34*a^(-3)+ 18*a^(-1))*z^(9)+ (13*a^(-6)+ 26*a^(-4)+ 13*a^(-2))*z^(10)+ (4*a^(-5)+ 4*a^(-3))*z^(11),[0; 11; [-4; 0; 1; 0; 2; 0; 2]; [-7; -1; 1; 0; 2; 0; 2; 0; 1]; [-8; 0; -3; 0; -6; 0; -11; 0; -15; 0; -7]; [-9; 1; 2; 0; -6; 0; -19; 0; -19; 0; -6; 0; 2]; [-10; 2; -1; 0; 13; 0; 28; 0; 36; 0; 40; 0; 17; 0; -1]; [-9; 1; -7; 0; 20; 0; 66; 0; 62; 0; 17; 0; -6]; [-10; 2; 1; 0; -21; 0; -29; 0; -26; 0; -43; 0; -23; 0; 1]; [-9; 1; 5; 0; -30; 0; -86; 0; -86; 0; -30; 0; 5]; [-8; 0; 12; 0; -4; 0; -28; 0; 1; 0; 13]; [-7; -1; 17; 0; 33; 0; 34; 0; 18]; [-6; -2; 13; 0; 26; 0; 13]; [-5; -3; 4; 0; 4]],reversible
12a_789,(-a^(-4)+ 2*a^(-2)+ 8+ 4*a^2)*z^(0)+ (-a^(-7)+ a^(-5)-7*a^(-1)-8*a-a^3+ 2*a^5)*z^(1)+ (-2*a^(-6)+ 5*a^(-4)-21-13*a^2+ a^4)*z^(2)+ (4*a^(-7)-5*a^(-5)-7*a^(-3)+ 12*a^(-1)+ 15*a+ 2*a^3-3*a^5)*z^(3)+ (12*a^(-6)-8*a^(-4)-15*a^(-2)+ 25+ 16*a^2-4*a^4)*z^(4)+ (-4*a^(-7)+ 15*a^(-5)+ 14*a^(-3)-3*a^(-1)-4*a-5*a^3+ a^5)*z^(5)+ (-12*a^(-6)+ 8*a^(-4)+ 22*a^(-2)-10-10*a^2+ 2*a^4)*z^(6)+ (a^(-7)-15*a^(-5)-13*a^(-3)-3*a^(-1)-3*a+ 3*a^3)*z^(7)+ (3*a^(-6)-9*a^(-4)-16*a^(-2)+ 4*a^2)*z^(8)+ (4*a^(-5)+ 2*a^(-3)+ a^(-1)+ 3*a)*z^(9)+ (3*a^(-4)+ 5*a^(-2)+ 2)*z^(10)+ (a^(-3)+ a^(-1))*z^(11),[0; 11; [-4; 2; -1; 0; 2; 0; 8; 0; 4]; [-7; 5; -1; 0; 1; 0; 0; 0; -7; 0; -8; 0; -1; 0; 2]; [-6; 4; -2; 0; 5; 0; 0; 0; -21; 0; -13; 0; 1]; [-7; 5; 4; 0; -5; 0; -7; 0; 12; 0; 15; 0; 2; 0; -3]; [-6; 4; 12; 0; -8; 0; -15; 0; 25; 0; 16; 0; -4]; [-7; 5; -4; 0; 15; 0; 14; 0; -3; 0; -4; 0; -5; 0; 1]; [-6; 4; -12; 0; 8; 0; 22; 0; -10; 0; -10; 0; 2]; [-7; 3; 1; 0; -15; 0; -13; 0; -3; 0; -3; 0; 3]; [-6; 2; 3; 0; -9; 0; -16; 0; 0; 0; 4]; [-5; 1; 4; 0; 2; 0; 1; 0; 3]; [-4; 0; 3; 0; 5; 0; 2]; [-3; -1; 1; 0; 1]],reversible
12a_790,(-2*a^(-4)-2*a^(-2)+ 3+ 2*a^2)*z^(0)+ (-a^(-7)+ 2*a^(-5)+ 4*a^(-3)-2*a^(-1)-7*a-4*a^3)*z^(1)+ (-4*a^(-6)+ 3*a^(-4)+ 11*a^(-2)-1-5*a^2)*z^(2)+ (-a^(-9)+ 5*a^(-7)-4*a^(-5)-17*a^(-3)+ a^(-1)+ 16*a+ 8*a^3)*z^(3)+ (-5*a^(-8)+ 14*a^(-6)+ 6*a^(-4)-25*a^(-2)-2+ 10*a^2)*z^(4)+ (a^(-9)-13*a^(-7)+ 10*a^(-5)+ 28*a^(-3)+ a^(-1)-8*a-5*a^3)*z^(5)+ (4*a^(-8)-19*a^(-6)-8*a^(-4)+ 23*a^(-2)-8*a^2)*z^(6)+ (8*a^(-7)-13*a^(-5)-23*a^(-3)-6*a^(-1)-3*a+ a^3)*z^(7)+ (10*a^(-6)-15*a^(-2)-3+ 2*a^2)*z^(8)+ (8*a^(-5)+ 8*a^(-3)+ 2*a^(-1)+ 2*a)*z^(9)+ (4*a^(-4)+ 6*a^(-2)+ 2)*z^(10)+ (a^(-3)+ a^(-1))*z^(11),[0; 11; [-4; 2; -2; 0; -2; 0; 3; 0; 2]; [-7; 3; -1; 0; 2; 0; 4; 0; -2; 0; -7; 0; -4]; [-6; 2; -4; 0; 3; 0; 11; 0; -1; 0; -5]; [-9; 3; -1; 0; 5; 0; -4; 0; -17; 0; 1; 0; 16; 0; 8]; [-8; 2; -5; 0; 14; 0; 6; 0; -25; 0; -2; 0; 10]; [-9; 3; 1; 0; -13; 0; 10; 0; 28; 0; 1; 0; -8; 0; -5]; [-8; 2; 4; 0; -19; 0; -8; 0; 23; 0; 0; 0; -8]; [-7; 3; 8; 0; -13; 0; -23; 0; -6; 0; -3; 0; 1]; [-6; 2; 10; 0; 0; 0; -15; 0; -3; 0; 2]; [-5; 1; 8; 0; 8; 0; 2; 0; 2]; [-4; 0; 4; 0; 6; 0; 2]; [-3; -1; 1; 0; 1]],reversible
12a_791,(-a^(-4)-a^(-2)-3*a^2-2*a^4)*z^(0)+ (3*a^(-5)+ 4*a^(-3)-a+ 2*a^3+ a^5-a^7)*z^(1)+ (9*a^(-4)+ 10*a^(-2)-1+ 4*a^2+ 5*a^4-a^6)*z^(2)+ (-13*a^(-5)-16*a^(-3)+ 5*a-a^3-2*a^5+ a^7)*z^(3)+ (-30*a^(-4)-32*a^(-2)+ 7+ a^2-6*a^4+ 2*a^6)*z^(4)+ (16*a^(-5)+ 17*a^(-3)+ 8*a^(-1)-2*a-6*a^3+ 3*a^5)*z^(5)+ (33*a^(-4)+ 43*a^(-2)-3-9*a^2+ 4*a^4)*z^(6)+ (-7*a^(-5)-a^(-3)-5*a^(-1)-7*a+ 4*a^3)*z^(7)+ (-14*a^(-4)-23*a^(-2)-5+ 4*a^2)*z^(8)+ (a^(-5)-4*a^(-3)-2*a^(-1)+ 3*a)*z^(9)+ (2*a^(-4)+ 4*a^(-2)+ 2)*z^(10)+ (a^(-3)+ a^(-1))*z^(11),[0; 11; [-4; 4; -1; 0; -1; 0; 0; 0; -3; 0; -2]; [-5; 7; 3; 0; 4; 0; 0; 0; -1; 0; 2; 0; 1; 0; -1]; [-4; 6; 9; 0; 10; 0; -1; 0; 4; 0; 5; 0; -1]; [-5; 7; -13; 0; -16; 0; 0; 0; 5; 0; -1; 0; -2; 0; 1]; [-4; 6; -30; 0; -32; 0; 7; 0; 1; 0; -6; 0; 2]; [-5; 5; 16; 0; 17; 0; 8; 0; -2; 0; -6; 0; 3]; [-4; 4; 33; 0; 43; 0; -3; 0; -9; 0; 4]; [-5; 3; -7; 0; -1; 0; -5; 0; -7; 0; 4]; [-4; 2; -14; 0; -23; 0; -5; 0; 4]; [-5; 1; 1; 0; -4; 0; -2; 0; 3]; [-4; 0; 2; 0; 4; 0; 2]; [-3; -1; 1; 0; 1]],reversible
12a_792,(-a^(-4)-a^(-2)+ 1-a^2-a^4)*z^(0)+ (3*a^(-5)+ 5*a^(-3)+ 2*a^(-1)+ 2*a^3+ 2*a^5)*z^(1)+ (-2*a^(-6)+ 5*a^(-4)+ 12*a^(-2)+ 4+ 2*a^2+ 3*a^4)*z^(2)+ (3*a^(-7)-12*a^(-5)-27*a^(-3)-13*a^(-1)-a-3*a^3-3*a^5)*z^(3)+ (13*a^(-6)-10*a^(-4)-38*a^(-2)-11-a^2-5*a^4)*z^(4)+ (-4*a^(-7)+ 23*a^(-5)+ 37*a^(-3)+ 18*a^(-1)+ 5*a-2*a^3+ a^5)*z^(5)+ (-13*a^(-6)+ 14*a^(-4)+ 45*a^(-2)+ 14-2*a^2+ 2*a^4)*z^(6)+ (a^(-7)-18*a^(-5)-19*a^(-3)-6*a^(-1)-4*a+ 2*a^3)*z^(7)+ (3*a^(-6)-12*a^(-4)-24*a^(-2)-7+ 2*a^2)*z^(8)+ (4*a^(-5)+ a^(-3)-a^(-1)+ 2*a)*z^(9)+ (3*a^(-4)+ 5*a^(-2)+ 2)*z^(10)+ (a^(-3)+ a^(-1))*z^(11),[0; 11; [-4; 4; -1; 0; -1; 0; 1; 0; -1; 0; -1]; [-5; 5; 3; 0; 5; 0; 2; 0; 0; 0; 2; 0; 2]; [-6; 4; -2; 0; 5; 0; 12; 0; 4; 0; 2; 0; 3]; [-7; 5; 3; 0; -12; 0; -27; 0; -13; 0; -1; 0; -3; 0; -3]; [-6; 4; 13; 0; -10; 0; -38; 0; -11; 0; -1; 0; -5]; [-7; 5; -4; 0; 23; 0; 37; 0; 18; 0; 5; 0; -2; 0; 1]; [-6; 4; -13; 0; 14; 0; 45; 0; 14; 0; -2; 0; 2]; [-7; 3; 1; 0; -18; 0; -19; 0; -6; 0; -4; 0; 2]; [-6; 2; 3; 0; -12; 0; -24; 0; -7; 0; 2]; [-5; 1; 4; 0; 1; 0; -1; 0; 2]; [-4; 0; 3; 0; 5; 0; 2]; [-3; -1; 1; 0; 1]],reversible
12a_793,(-2*a^2-a^4)*z^(0)+ (-a^(-1)-3*a-2*a^3)*z^(1)+ (-2*a^(-4)-3*a^(-2)-3-4*a^2-2*a^4)*z^(2)+ (2*a^(-5)-5*a^(-3)-9*a^(-1)+ 4*a+ 10*a^3+ 4*a^5)*z^(3)+ (-a^(-6)+ 12*a^(-4)+ 16*a^(-2)+ 15+ 25*a^2+ 12*a^4-a^6)*z^(4)+ (-7*a^(-5)+ 20*a^(-3)+ 48*a^(-1)+ 26*a-3*a^3-8*a^5)*z^(5)+ (a^(-6)-21*a^(-4)-18*a^(-2)-8-32*a^2-19*a^4+ a^6)*z^(6)+ (5*a^(-5)-31*a^(-3)-71*a^(-1)-57*a-17*a^3+ 5*a^5)*z^(7)+ (12*a^(-4)-8*a^(-2)-30+ a^2+ 11*a^4)*z^(8)+ (17*a^(-3)+ 28*a^(-1)+ 25*a+ 14*a^3)*z^(9)+ (13*a^(-2)+ 24+ 11*a^2)*z^(10)+ (4*a^(-1)+ 4*a)*z^(11),[0; 11; [2; 4; -2; 0; -1]; [-1; 3; -1; 0; -3; 0; -2]; [-4; 4; -2; 0; -3; 0; -3; 0; -4; 0; -2]; [-5; 5; 2; 0; -5; 0; -9; 0; 4; 0; 10; 0; 4]; [-6; 6; -1; 0; 12; 0; 16; 0; 15; 0; 25; 0; 12; 0; -1]; [-5; 5; -7; 0; 20; 0; 48; 0; 26; 0; -3; 0; -8]; [-6; 6; 1; 0; -21; 0; -18; 0; -8; 0; -32; 0; -19; 0; 1]; [-5; 5; 5; 0; -31; 0; -71; 0; -57; 0; -17; 0; 5]; [-4; 4; 12; 0; -8; 0; -30; 0; 1; 0; 11]; [-3; 3; 17; 0; 28; 0; 25; 0; 14]; [-2; 2; 13; 0; 24; 0; 11]; [-1; 1; 4; 0; 4]],reversible
